date,equity,cash,positions
2018-08-09,1791565.702516079,45081.38480138779,5
2018-08-10,1772973.8513998985,36320.62159490585,5
2018-08-13,1763055.9127745628,1038816.3232665062,2
2018-08-14,1772841.3098311424,17.168848514556885,5
2018-08-15,1734962.2755560875,17.168848514556885,5
2018-08-16,1752344.0499548912,17.168848514556885,5
2018-08-17,1757974.0875353813,17.168848514556885,5
2018-08-20,1758584.1306700706,17.168848514556885,5
2018-08-21,1779266.424753666,17.168848514556885,5
2018-08-22,1779111.8692440987,17622.97704553604,5
2018-08-23,1793114.2176289558,17622.97704553604,5
2018-08-24,1806974.9101157188,17622.97704553604,5
2018-08-27,1815285.8063225746,17622.97704553604,5
2018-08-28,1821250.472123623,4431.997942447662,5
2018-08-29,1849791.5722527504,7.474058628082275,5
2018-08-30,1845256.4612517357,7.474058628082275,5
2018-08-31,1855767.9007515907,7.474058628082275,5
2018-09-04,1898225.2828345299,7.474058628082275,5
2018-09-05,1833758.5100607872,311352.0429139137,4
2018-09-06,1828511.6893897057,2.9257607460021973,5
2018-09-07,1833746.3271956444,20.319681644439697,5
2018-09-10,1827466.729253292,0.0017455406486988068,5
2018-09-11,1832007.9311369248,0.0017455406486988068,5
2018-09-12,1822442.2291053906,0.0017455406486988068,5
2018-09-13,1827249.7476331182,22823.054292995483,5
2018-09-14,1814769.5547842383,22823.054292995483,5
2018-09-17,1788435.6322258152,1073235.6977470554,2
2018-09-18,1795053.3937309422,5.733979050070047,5
2018-09-19,1795692.435314957,5.733979050070047,5
2018-09-20,1802455.512263123,80.27868730202317,5
2018-09-21,1792159.0430229343,289.98455506935716,5
2018-09-24,1782124.4021194614,3847.842392746359,5
2018-09-25,1780805.4552772678,3847.842392746359,5
2018-09-26,1769882.7364547886,20.876244369894266,5
2018-09-27,1776882.2175415196,74.91856843605638,5
2018-09-28,1782096.1083515324,74.91856843605638,5
2018-10-01,1792765.3337162174,74.91856843605638,5
2018-10-02,1784827.7049415745,2.7531846202909946,5
